"Based on noiseRem,RT,Repeat Rem",Cortx27,Cortx18,Cortx25,Cortx20,Cortx17,Cortx19,Cortx26,Cortx28,Cortx31,Cortx32,Cortx24,Cortx29,Cortx21,Cortx23,Cortx22,Cortx30,Cortx14,Cortx10,Cortx2,Cortx5,Cortx13,Cortx9,Cortx1,Cortx6,Cortx15,Cortx8,Cortx11,Cortx7,Cortx16,Cortx12,Cortx4,Cortx3,QCCortx 1,QCCortx 2,QCCortx 3,QCCortx 4,QCCortx 5
Accepted Compounds,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,QCCortx,QCCortx,QCCortx,QCCortx,QCCortx
105,0.278967299,0.122700778,-0.02593186,-0.091233688,0.065663006,-0.253319661,0.408546911,0.361716229,0.327663798,0.036896572,0.083281061,0.091230315,1.083429695,0.050978606,0.33846333,0.259072931,0.249993654,0.000111461,0.200417143,0.129945356,0.114268797,-0.238962627,0.235667779,-0.616227028,0.271642232,0.279650334,-0.014235597,-0.129048577,0.206506498,0.086415557,-0.353747055,0.083409031,0.339502557,0.082018538,0.167676915,0.249697134,0.292023145
106,0.088344256,-0.220424337,-0.042847205,-0.181526379,0.000387524,-0.25306182,-0.131851745,0.073637822,0.486152355,0.324351318,0.579123112,0.506934724,0.081329936,0.630880658,0.768467385,0.76224014,-0.175491831,-0.111128309,0.354028354,0.240343934,0.082258264,0.01349335,0.327409547,-0.05743279,-0.285461688,-0.090607256,-0.224736775,-0.136530154,-0.19711913,0.087819631,-0.037563216,0.244532827,-0.021623037,0.244385133,0.282072431,0.280672403,0.246657815
107,-0.00197362,-0.075444971,-0.188889707,-0.024670271,0.103799927,0.01985292,0.024210124,0.064708388,0.103843262,0.117756088,0.081084631,0.55557471,-0.792526243,0.395613437,0.204838059,0.271456539,0.072724943,0.371721146,0.309429299,0.016563781,0.315292213,0.15598129,0.176975955,0.035677453,0.130629481,0.363306077,-0.17478392,-0.073984548,-0.143196271,-0.122357666,0.023892739,0.369165547,-0.014205123,-0.024900728,0.182782541,-0.228784962,-0.043293997
108,0.285131629,0.226083922,-0.089179934,-0.01279213,0.342278534,-0.061067477,0.427027041,0.252555457,0.387004937,0.106823586,-0.046249461,-0.118483654,0.80151423,-0.029919087,0.137531396,0.194829631,0.281240831,-0.313675493,0.13985641,-0.073357319,0.134959868,-0.226201849,0.155688746,-0.795217244,0.208717378,0.192445041,0.095674826,-0.19579681,-0.026466812,-0.107658661,-0.434989547,-0.112420853,0.255709831,-0.277105727,-0.210670232,-0.08986478,-0.067326632
109,-0.183691347,-0.271484106,0.067035728,-0.433803625,-0.561675215,0.103145677,0.149573227,-0.366649371,-0.247119905,-0.064573932,0.140769771,-0.341415865,0.232854207,-0.082604796,-0.010697685,0.149599657,-0.326205268,0.100448414,-0.191801702,-0.084375667,0.033110024,-0.178836936,0.108162473,0.097694636,-0.133264707,-0.306979734,-0.216206305,0.410619374,0.28854834,0.026797489,-0.090862262,-0.011846919,-0.538478957,-0.326854564,-0.226982753,-0.299196983,-0.283517374
110,-0.427061995,-0.106096116,-0.524152466,-0.223776223,-0.194674863,0.286101063,-0.470053516,-0.617104897,-0.368591776,-0.21392004,-0.409243919,-0.23928111,-0.517106436,-0.22246796,-0.524831041,-0.114582754,-0.373380953,0.717804193,-0.299769467,-0.15635063,-0.253486862,-0.482361849,0.217309256,0.215825882,-0.284267311,-0.388932087,-0.166435758,-0.155755763,-0.39412796,-0.292157416,-0.214425654,-0.330058731,-0.400491001,-0.159428319,-0.005353783,0.030162203,0.093863939
111,0.10536954,0.187776691,-0.060543627,-0.129201737,-0.063068178,0.123574012,-0.057494255,-0.15653888,0.002581534,-0.136844466,-0.084364694,0.152887843,-0.454127472,0.132102028,-0.240931511,0.041405846,-0.137474215,0.007121895,0.101869936,-0.160819021,-0.018202531,0.223753949,0.058318699,0.239544422,-0.08148554,0.135251411,0.067693195,-0.135256961,-0.082327095,-0.209438868,0.043439355,-0.061653087,-0.052675842,-0.10930726,-0.358711925,-0.284475117,-0.134579833
112,0.333171879,0.34106292,0.097256174,0.472227137,0.505026309,0.438391793,0.111136121,0.078740388,-0.114063515,-0.058043271,-0.195859188,-0.133758802,0.326508456,-0.097069019,-0.139587379,0.155659259,0.185724846,0.044269726,0.048269192,-0.13442378,0.428041168,0.547868078,0.171615213,0.008871361,-0.156041769,0.182024046,0.212530308,0.32303852,0.264217549,0.123173063,0.088958126,-0.078781323,0.085605222,-0.014329694,0.106758611,0.038096752,0.033862548
113,0.493430463,0.458410188,0.32411181,0.63693266,0.439096982,0.367179872,0.448092469,0.266090197,0.059890173,0.197570883,0.350208517,0.42498468,0.369392771,0.379561883,0.500975016,0.342545657,0.213231166,0.303854478,0.495748427,0.264211414,0.481010339,0.360441748,0.254565248,0.570923462,0.329668722,0.323690002,0.680289047,0.409148887,0.438356935,0.390504289,0.521254334,0.356650661,0.357611479,0.450359118,0.456610469,0.442401004,0.46776093
114,0.11488829,-0.109465283,0.187279884,-0.184415986,-0.180435912,-0.234252552,-0.112107931,0.180735025,0.125915335,-0.242976996,-0.099708992,0.059491773,-0.183382628,-0.175118364,-0.159455054,-0.099279047,0.053454891,0.018166894,0.00945406,0.022493338,-0.327532158,-0.194719156,-0.050306458,-0.401301693,-0.238528188,-0.058424768,-0.159125654,-0.053326915,0.001904389,-0.147362679,-0.076697383,0.044020281,-0.274690078,0.04006971,-0.055069953,0.091039633,0.101386847
115,0.177040401,0.140435288,-0.14120476,-0.199911554,0.090538434,-0.183753769,0.521428239,0.182856039,0.127357691,-0.004202786,0.102197289,-0.154689051,1.217032529,0.070016035,0.445418559,0.293180418,0.390276716,-0.197316798,0.148890554,-0.026164458,0.191484335,-0.228003233,0.138077727,-0.72630781,0.146423409,0.30773642,-0.102146982,-0.008878261,0.119456921,0.20274866,-0.405219291,0.041470769,0.017130717,0.201190451,0.215366647,0.211530734,0.213307381
116,-0.030152348,-0.038005448,-0.35291015,-0.292228004,-0.07447568,-0.12109373,0.208635046,-0.257831374,0.074394535,-0.115971719,-0.18935147,-0.562144391,0.77603996,-0.187934792,0.042122546,-0.087044103,0.105053796,-0.205027372,-0.022285346,-0.351613114,0.053534206,-0.231782791,0.025921703,-0.688039341,0.161586935,0.21668207,-0.173467436,-0.312378339,-0.227206149,-0.273148219,-0.447422419,-0.197035843,-0.117960687,-0.357223909,-0.153975592,-0.317558272,-0.362761999
117,0.000641371,0.104865011,-0.196560739,-0.224916746,0.142765987,0.036602948,0.503219428,0.058994519,-0.039878275,-0.108012525,-0.136433442,-0.376417166,0.915138781,-0.234514569,-0.016491414,0.13079021,0.327402747,-0.079020513,0.02822502,-0.263639695,0.08378002,-0.232155002,0.129084631,-0.923926025,0.206183588,0.067318953,-0.018058047,-0.217998876,0.109497126,-0.047539999,-0.504083561,-0.143463138,-0.003203709,-0.303112043,-0.300515875,-0.063039962,-0.082318994
118,0.477170414,0.252003875,0.167615822,0.442007166,0.425867335,1.035015,0.33686112,0.23971017,0.220147128,0.157846965,0.159611458,0.283331747,1.057816957,0.764710158,0.610790725,0.502915145,0.188590681,0.480687454,-0.022476974,0.169172335,0.617131178,0.270673426,0.281305356,0.357001932,-0.057996397,-0.376019864,0.114086844,0.070022576,0.196809363,-0.131080448,-0.215655108,-0.16516799,0.226065447,0.510431071,0.53848634,0.573698627,0.585223112
119,0.645503458,0.259668987,0.788155495,0.376978173,0.229998154,0.139336538,0.238458948,0.456415779,0.314435299,0.204557961,0.339486,0.422381999,0.122534166,0.101072766,0.207695622,0.130486041,0.037219022,0.393500042,-0.189451637,0.189227913,0.44837546,0.097624448,0.057266138,-0.048334585,0.455653363,0.206397703,0.421255855,0.090043317,0.304744017,0.159935078,-0.14464583,0.108811929,0.40010497,0.269987989,0.334598272,0.307749229,0.317379011
120,0.084831939,0.052650022,0.112130935,0.339541227,0.271002512,0.160303688,-0.210058932,-0.015154995,-0.041735338,-0.061992904,-0.076371624,0.056716203,-0.469031093,0.07165736,-0.242322026,-0.11157507,0.146753183,0.150681634,0.014876313,-0.009655394,-0.003353242,0.098244647,-0.150674587,0.340410063,0.057287,-0.394574958,0.151876702,0.319615701,0.003569091,-0.054188813,0.113743732,-0.004582056,0.315056528,0.202463048,0.225799625,0.234783863,0.233401524
121,0.411633438,0.327080439,0.521576105,0.267676061,0.135477155,0.121558066,-0.109382973,0.135761382,0.332366538,0.180838064,0.356601811,0.378557644,-0.999839034,-0.017172431,-0.137290284,-0.070727108,0.14892109,0.300734677,-0.069498271,0.395946031,-0.1913312,0.28660241,-0.103694323,0.11840603,0.170928337,0.323549853,0.282632969,0.138026793,0.347443576,-0.03500805,0.224933944,-0.032453973,0.158894429,-0.197798818,-0.138942424,-0.162525004,-0.150179445
122,-0.084322691,-0.179550064,-0.14805763,0.130210235,-0.025589939,-0.133981818,-0.320148344,-0.211777039,0.210491565,0.287022376,0.023402028,-0.233818324,-0.020395862,-0.082538294,-0.08172659,-0.002124675,-0.166826717,-0.124052029,0.15276729,0.20986329,-0.022549595,0.01235716,-0.069521377,-0.311718052,-0.075756675,0.233355866,0.195607556,-0.090576014,-0.027451771,-0.004219741,-0.06373482,-0.18144665,0.005946192,-0.273907861,-0.085251908,-0.06959366,-0.199289652
123,-0.044123294,0.043560585,0.007429006,0.082440744,0.046856626,0.08056647,-0.048448071,-0.083274958,-0.048925338,-0.042602913,0.017385488,-0.009940436,-0.141424118,-0.031228344,-0.080171498,-0.016905196,-0.003255253,0.062191057,0.021026786,0.005055245,0.034424893,0.028865254,0.004810036,0.09187901,-0.017827594,-0.008904323,0.019155894,0.04038985,0.008707283,-0.013930576,0.080055406,0.062137203,0.149643367,0.132347972,0.176429708,0.167108225,0.172825936
124,0.304719153,0.143195998,0.000699873,-0.135676634,-0.037299369,-0.320535411,0.553621173,0.372369347,0.277783158,0.037612889,0.250169531,-0.061862522,1.388962802,-0.085853475,0.247230643,0.064145673,0.500666289,-0.110740423,0.153245482,0.080909788,0.127448117,-0.074356061,0.082812093,-0.813795892,0.281620829,0.292388386,-0.018383477,-0.110274487,0.210351461,0.098891654,-0.502735458,-0.187455904,0.301202163,0.103217516,0.144620679,0.078253946,0.388272217
125,0.240595936,0.302132553,0.443895664,0.579161907,0.28026372,0.290268977,0.433810128,0.554125572,0.291769049,0.511706399,0.414368082,0.598290735,0.456323224,0.512841056,0.585087359,0.483858254,0.417388717,0.115726603,-0.591952596,-0.046259493,0.544814918,-0.069833914,-0.186593772,-0.496026781,0.357520433,-0.248707464,0.269341561,-0.322579718,0.359948221,-0.101130301,-0.398709061,-0.119319164,0.162756565,0.343335846,0.451654059,0.450260706,0.53458867
126,0.335229736,0.37020588,0.427720557,0.543756057,0.295264697,0.46433519,0.433919817,0.350678727,0.364757576,0.49696601,0.554683089,0.578674958,0.585548379,0.48763053,0.481950751,0.587218172,0.308027783,0.169918179,-0.397160843,-0.086377643,0.485214493,-0.141150214,-0.102134778,-0.645640034,0.385759245,-0.268588009,0.251684655,-0.361477802,0.475114481,-0.100798263,-0.50338322,-0.05156365,0.24947017,0.550228331,0.385287156,0.558975942,0.512873775
127,0.42829913,0.387647472,0.713136806,0.387636085,0.486740183,-0.144745597,-0.091330817,0.726110955,0.17095014,-0.087334119,-0.023634945,0.388944112,-0.891838354,-0.127308873,-0.256908828,-0.225825258,0.579168699,0.266478387,0.012339767,0.120605042,-0.010879038,0.260154888,-0.208428436,0.007349812,0.300787734,0.163197419,0.512547198,0.635029489,0.200437397,0.279809824,-0.10666166,0.064712399,0.521058447,-0.103960829,-0.055783576,0.031057563,0.108819147
128,-0.193840698,0.063243609,-0.155295095,0.084878873,0.34932195,0.103259558,0.334630356,0.030929695,-0.102779816,-0.094596024,-0.104812755,-0.331944817,0.103297521,0.035925955,-0.056796519,0.309687839,0.377415782,-0.401258768,0.230745969,-0.221092601,0.108141497,-0.157748806,0.311167266,-0.515787772,-0.074652328,-0.045186757,-0.057849164,0.116577876,-0.055604384,0.012223801,0.105516695,0.193108063,-0.367597249,-0.401270747,-0.396700225,-0.329468067,-0.282182036
129,0.309940899,0.144810916,0.448341955,-0.103417275,-0.099839377,-0.104619648,0.048629446,0.458735458,0.363414718,0.286358818,0.448795948,0.539122826,0.230406597,0.36691316,0.344302715,0.365579292,0.066777766,0.226676608,0.241298639,0.361993057,0.221906613,0.093484234,0.1644958,0.119694406,0.297571188,0.256757814,0.065483018,0.549240911,0.186254358,0.276756109,0.055494227,0.453161006,0.214843084,0.386950885,0.368653139,0.383042972,0.413558903
130,0.044455259,0.104799784,0.654223812,0.107280218,-0.154966236,-0.370363441,-0.318326953,0.285335359,0.0753802,-0.045992944,0.039556432,0.281252051,-0.506208061,-0.324110375,-0.521410141,-0.574339354,0.321289592,0.604102892,-0.407076627,0.392945973,-0.20923043,0.247615513,-0.145592644,0.264207805,0.589055543,0.178191528,0.197237201,0.283813299,0.202403392,0.25704719,0.19968461,-0.050514631,0.325733333,-0.17264912,-0.038741433,-0.036753432,-0.061763262
131,0.237039751,0.195583003,-0.097035098,-0.028636211,0.232668772,-0.205131797,0.594870725,0.162358895,0.329891806,0.070648389,0.118337754,-0.242504049,1.21436656,-0.14404896,0.118802937,0.240769275,0.497116101,-0.26191813,0.271138276,-0.166987323,0.023990222,-0.314760433,0.139112321,-1.040855489,0.289101514,0.263720438,0.09511239,-0.076176262,0.029824302,-0.159752728,-0.516641049,-0.141965753,0.147762386,-0.185847778,-0.249762439,-0.142250057,-0.040113792
132,-0.297228613,-0.02375775,0.110776517,0.00983718,-0.160647332,-0.436110362,-0.333028299,-0.089654439,-0.197208122,-0.048176524,-0.085643931,-0.038624991,-1.01621097,-0.312927825,-0.401157191,-0.494876961,-0.284926198,0.247372546,-0.380105466,0.072207988,-0.275035817,0.047171883,-0.313805553,0.333895335,0.129055292,-0.245365074,0.027250221,0.092735547,0.037845892,0.110100117,0.370547064,-0.042412997,-0.099573038,-0.311909122,-0.24300558,-0.25811698,-0.232275605
133,-0.172615713,0.142607016,0.456571603,-0.222942922,-0.280295534,-0.364695202,0.139494221,0.41363089,-0.0113982,-0.085090436,0.273869907,0.268652252,-1.850638142,-0.281339697,-0.388279714,-0.152226055,0.011952187,0.190688169,-0.318557981,-0.207103589,0.062584883,-0.124164463,-0.179676465,-0.083801271,0.475409173,0.259525773,0.267167845,-0.720305259,0.495333056,0.407311855,0.006641053,0.06075961,-0.022638223,0.017994634,0.022489802,-0.016475375,-0.0266745
134,0.026045355,0.050135888,0.172390896,-0.02903287,-0.173920656,-0.124553541,-0.098452584,-0.18692315,0.063700617,0.029395191,0.267977185,-0.094077956,-1.001573384,-0.142954139,-0.217763091,-0.317984462,-0.16388468,0.138136233,-0.242650122,0.111989711,-0.374138486,0.008715093,-0.075741298,0.11294343,0.212172247,-0.103872797,0.056167538,-0.155324971,-0.029945601,-0.098714463,0.00389096,0.025933066,0.004888828,-0.13404328,-0.176597835,-0.182145694,-0.093235335
135,0.568517239,0.35113633,0.774076883,0.441703632,0.287430925,-0.026030725,0.112657145,0.365260957,0.364630102,0.189230161,0.316248516,0.483576099,-0.062590583,-0.183370163,0.079262929,-0.177837976,0.247457395,0.492008159,-0.372019304,0.122948628,0.324083199,0.085140268,-0.099993439,-0.235697334,0.690283326,0.376965666,0.64186521,0.183498645,0.44040581,0.153788365,-0.337815478,0.030447271,0.452043632,0.174450387,0.224142164,0.257103466,0.184087267
136,0.329211911,0.262182987,0.285908453,0.073237862,0.044593025,-0.32999548,0.082307597,0.236833324,0.525454693,0.209297438,0.297071899,0.340948169,-0.274625121,-0.154435032,0.070826417,-0.20059273,0.215310223,0.215548505,0.005356465,0.364586382,-0.224880858,-0.076038281,-0.069487356,-0.164454445,0.381009349,0.149020028,0.169457417,-0.141561149,0.236496387,0.051947098,-0.044618245,-0.064504818,0.314856621,-0.299845061,-0.282308495,-0.100247292,0.042295061
137,0.671706664,0.355728088,0.662475676,0.264164118,0.13715145,-0.117904315,0.133899231,0.380226428,0.348371132,0.176219318,0.247914547,0.412953545,0.252135107,-0.104387747,-0.02029681,-0.141114053,0.290407534,0.285983717,-0.317476263,0.093618934,0.238493019,0.03275528,-0.182672665,-0.401267288,0.708929544,0.413160994,0.718147981,0.193182084,0.382871092,0.162461342,-0.475750364,-0.185331543,0.434371972,0.163261151,0.126554673,0.11343839,0.241428445
138,0.158358307,0.182854047,0.165614741,0.144836448,0.220166946,-0.145327125,0.517628773,0.37935741,-0.002033509,0.158480147,-0.044757696,0.011497286,0.43661987,-0.205992424,-0.049337141,-0.181724476,0.47017662,0.014392553,0.133444464,0.19889649,0.185036539,0.132753838,0.053837059,-0.38339039,0.255475597,0.243313679,0.032740211,0.191652807,-0.017449647,-0.173716342,-0.311173876,-0.402295641,0.186874154,-0.19216455,-0.237049459,-0.161248967,-0.050511725
139,0.157539919,0.249615325,-0.250257151,-0.16834694,0.112461769,-0.218710864,0.300109928,0.077210342,0.139032396,0.260283835,-0.022528103,-0.126663803,0.059451299,-0.166809924,0.020634945,0.064475124,0.285093121,-0.074484565,0.16984235,0.001174841,-0.082320041,-0.211157121,0.198551414,-0.567132825,0.224099749,0.40250969,0.071675839,0.022534472,0.246506322,-0.151710455,-0.277740259,-0.080496107,0.099205492,-0.319618763,-0.2783683,-0.310121726,-0.266608647
140,0.160053129,-0.007154405,-0.020853865,0.175444511,0.14572227,0.281170798,0.097549634,-0.074965966,0.128989949,0.320033638,0.134786801,0.20695779,0.733809489,0.334996579,0.364450167,0.331889424,-0.14986171,0.083297904,0.267914235,0.352509792,0.23037951,0.18445239,0.293853638,0.197976166,-0.184767092,0.115138423,-0.105349909,0.1889206,0.062419908,0.15007403,0.297288096,0.194713504,0.016077045,0.262237922,0.335152359,0.269625081,0.195163513
141,-0.558913913,-0.261735177,-0.477523048,-0.170787686,-0.121038134,0.076030298,-0.069356705,-0.473662889,-0.252309189,0.060150538,-0.206065281,-0.319886357,0.180231766,0.043690869,-0.016759398,0.007324556,-0.338303602,-0.313019503,-0.111954601,-0.119943736,0.026516647,-0.137458023,-0.020935123,-0.057408584,-0.401567586,-0.238186359,-0.374444515,-0.22915441,-0.203762813,-0.120979613,0.21765069,0.107728374,-0.515534719,-0.068303265,-0.040448743,-0.172728481,-0.236385705
142,-0.393705166,-0.172094933,-0.224386139,0.043241437,0.015626849,0.114477743,-0.260043294,-0.29398767,-0.183071053,-0.025335827,-0.109472624,-0.039744877,-0.254284019,-0.016135364,-0.405266809,-0.174946974,-0.331570699,-0.316974031,-0.154604649,-0.273347796,0.02646482,-0.052386346,-0.303972064,0.020818787,-0.14945512,-0.138586277,-0.14162144,0.096631836,-0.087693742,-0.024998601,0.028139445,0.116220987,-0.211976954,-0.075931013,-0.03967151,-0.297607702,-0.268231874
143,-0.26183176,0.062833894,-0.245469551,-0.074592807,-0.134311961,0.01552386,0.245579552,-0.069822196,-0.184196813,-0.082779799,-0.126337184,-0.281526385,-0.001683438,-0.034085029,0.116568467,-0.068831883,-0.003760256,0.042062955,-0.308059491,0.060290458,0.162060839,-0.014661284,-0.106121415,-0.176241289,-0.119948684,-0.080244813,0.024862959,-0.097482323,0.170924279,0.039341768,0.034219139,0.015557539,-0.421742689,0.019538561,0.015671294,-0.073336863,-0.245210521
144,-0.115631425,-0.08487655,-0.11241901,-0.081704393,0.030685851,0.201602327,-0.038066127,-0.103944493,-0.076844557,0.083061395,0.025932967,0.036666404,0.191548953,0.282854794,0.102369792,0.188858304,-0.224946486,-0.018292979,0.126077607,0.076778616,0.170181302,0.122228936,0.147719771,0.191152275,-0.262602732,-0.042331492,-0.143419026,0.068054459,-0.124256846,0.022273276,0.079254874,0.143971709,-0.194575153,0.12874672,0.159023676,0.034722669,-0.014680024
145,-0.263858135,-0.064321386,-0.135798552,0.016503713,-0.021595742,0.11453915,-0.24562489,-0.21194999,-0.254983965,-0.209243364,-0.244524551,-0.276205729,-0.805849717,-0.17971774,-0.38360754,-0.222867379,-0.112881616,-0.040168067,-0.207120925,-0.233274714,-0.112894219,0.003293606,-0.220416545,0.111687019,-0.159519173,-0.204748423,-0.028105823,0.015798524,-0.132440656,-0.131335664,0.082242379,-0.042609269,-0.134156123,-0.181290851,-0.239816878,-0.311061137,-0.363220429
