,Cortx27,Cortx18,Cortx25,Cortx20,Cortx17,Cortx19,Cortx26,Cortx28,Cortx31,Cortx32,Cortx24,Cortx29,Cortx21,Cortx23,Cortx22,Cortx30
,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS
135,0.568517239,0.35113633,0.774076883,0.441703632,0.287430925,-0.026030725,0.112657145,0.365260957,0.364630102,0.189230161,0.316248516,0.483576099,-0.062590583,-0.183370163,0.079262929,-0.177837976
136,0.329211911,0.262182987,0.285908453,0.073237862,0.044593025,-0.32999548,0.082307597,0.236833324,0.525454693,0.209297438,0.297071899,0.340948169,-0.274625121,-0.154435032,0.070826417,-0.20059273
137,0.671706664,0.355728088,0.662475676,0.264164118,0.13715145,-0.117904315,0.133899231,0.380226428,0.348371132,0.176219318,0.247914547,0.412953545,0.252135107,-0.104387747,-0.02029681,-0.141114053
138,0.158358307,0.182854047,0.165614741,0.144836448,0.220166946,-0.145327125,0.517628773,0.37935741,-0.002033509,0.158480147,-0.044757696,0.011497286,0.43661987,-0.205992424,-0.049337141,-0.181724476
139,0.157539919,0.249615325,-0.250257151,-0.16834694,0.112461769,-0.218710864,0.300109928,0.077210342,0.139032396,0.260283835,-0.022528103,-0.126663803,0.059451299,-0.166809924,0.020634945,0.064475124
140,0.160053129,-0.007154405,-0.020853865,0.175444511,0.14572227,0.281170798,0.097549634,-0.074965966,0.128989949,0.320033638,0.134786801,0.20695779,0.733809489,0.334996579,0.364450167,0.331889424
141,-0.558913913,-0.261735177,-0.477523048,-0.170787686,-0.121038134,0.076030298,-0.069356705,-0.473662889,-0.252309189,0.060150538,-0.206065281,-0.319886357,0.180231766,0.043690869,-0.016759398,0.007324556
142,-0.393705166,-0.172094933,-0.224386139,0.043241437,0.015626849,0.114477743,-0.260043294,-0.29398767,-0.183071053,-0.025335827,-0.109472624,-0.039744877,-0.254284019,-0.016135364,-0.405266809,-0.174946974
143,-0.26183176,0.062833894,-0.245469551,-0.074592807,-0.134311961,0.01552386,0.245579552,-0.069822196,-0.184196813,-0.082779799,-0.126337184,-0.281526385,-0.001683438,-0.034085029,0.116568467,-0.068831883
144,-0.115631425,-0.08487655,-0.11241901,-0.081704393,0.030685851,0.201602327,-0.038066127,-0.103944493,-0.076844557,0.083061395,0.025932967,0.036666404,0.191548953,0.282854794,0.102369792,0.188858304
145,-0.263858135,-0.064321386,-0.135798552,0.016503713,-0.021595742,0.11453915,-0.24562489,-0.21194999,-0.254983965,-0.209243364,-0.244524551,-0.276205729,-0.805849717,-0.17971774,-0.38360754,-0.222867379
