,Cortx14,Cortx10,Cortx2,Cortx5,Cortx13,Cortx9,Cortx1,Cortx6,Cortx15,Cortx8,Cortx11,Cortx7,Cortx16,Cortx12,Cortx4,Cortx3
,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOI,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS,Cortx-NOS
133,0.011952187,0.190688169,-0.318557981,-0.207103589,0.062584883,-0.124164463,-0.179676465,-0.083801271,0.475409173,0.259525773,0.267167845,-0.720305259,0.495333056,0.407311855,0.006641053,0.06075961
134,-0.16388468,0.138136233,-0.242650122,0.111989711,-0.374138486,0.008715093,-0.075741298,0.11294343,0.212172247,-0.103872797,0.056167538,-0.155324971,-0.029945601,-0.098714463,0.00389096,0.025933066
135,0.247457395,0.492008159,-0.372019304,0.122948628,0.324083199,0.085140268,-0.099993439,-0.235697334,0.690283326,0.376965666,0.64186521,0.183498645,0.44040581,0.153788365,-0.337815478,0.030447271
136,0.215310223,0.215548505,0.005356465,0.364586382,-0.224880858,-0.076038281,-0.069487356,-0.164454445,0.381009349,0.149020028,0.169457417,-0.141561149,0.236496387,0.051947098,-0.044618245,-0.064504818
137,0.290407534,0.285983717,-0.317476263,0.093618934,0.238493019,0.03275528,-0.182672665,-0.401267288,0.708929544,0.413160994,0.718147981,0.193182084,0.382871092,0.162461342,-0.475750364,-0.185331543
138,0.47017662,0.014392553,0.133444464,0.19889649,0.185036539,0.132753838,0.053837059,-0.38339039,0.255475597,0.243313679,0.032740211,0.191652807,-0.017449647,-0.173716342,-0.311173876,-0.402295641
139,0.285093121,-0.074484565,0.16984235,0.001174841,-0.082320041,-0.211157121,0.198551414,-0.567132825,0.224099749,0.40250969,0.071675839,0.022534472,0.246506322,-0.151710455,-0.277740259,-0.080496107
140,-0.14986171,0.083297904,0.267914235,0.352509792,0.23037951,0.18445239,0.293853638,0.197976166,-0.184767092,0.115138423,-0.105349909,0.1889206,0.062419908,0.15007403,0.297288096,0.194713504
141,-0.338303602,-0.313019503,-0.111954601,-0.119943736,0.026516647,-0.137458023,-0.020935123,-0.057408584,-0.401567586,-0.238186359,-0.374444515,-0.22915441,-0.203762813,-0.120979613,0.21765069,0.107728374
142,-0.331570699,-0.316974031,-0.154604649,-0.273347796,0.02646482,-0.052386346,-0.303972064,0.020818787,-0.14945512,-0.138586277,-0.14162144,0.096631836,-0.087693742,-0.024998601,0.028139445,0.116220987
143,-0.003760256,0.042062955,-0.308059491,0.060290458,0.162060839,-0.014661284,-0.106121415,-0.176241289,-0.119948684,-0.080244813,0.024862959,-0.097482323,0.170924279,0.039341768,0.034219139,0.015557539
144,-0.224946486,-0.018292979,0.126077607,0.076778616,0.170181302,0.122228936,0.147719771,0.191152275,-0.262602732,-0.042331492,-0.143419026,0.068054459,-0.124256846,0.022273276,0.079254874,0.143971709
145,-0.112881616,-0.040168067,-0.207120925,-0.233274714,-0.112894219,0.003293606,-0.220416545,0.111687019,-0.159519173,-0.204748423,-0.028105823,0.015798524,-0.132440656,-0.131335664,0.082242379,-0.042609269
