"","index","pvalAdjSpear","pvalunadjSpear","estimateSpear","pvalAdjPear","pvalunadjPearson","estimatePearson"
"135",135,0.848739637437873,0.848739637437873,-0.081026131897364,0.848739637437873,0.848739637437873,-0.081026131897364
"136",136,0.859936093617392,0.859936093617392,-0.0749813159085625,0.859936093617392,0.859936093617392,-0.0749813159085625
"137",137,0.894668038304508,0.894668038304508,0.0562958760404395,0.894668038304508,0.894668038304508,0.0562958760404395
"138",138,0.982839454810118,0.982839454810118,-0.00915280193165332,0.982839454810118,0.982839454810118,-0.00915280193165332
"139",139,0.453251314132316,0.453251314132316,0.311086912093231,0.453251314132316,0.453251314132316,0.311086912093231
"140",140,0.130232493594949,0.130232493594949,0.581876272337359,0.130232493594949,0.130232493594949,0.581876272337359
"141",141,0.465925189058398,0.465925189058398,0.302847891214184,0.465925189058398,0.465925189058398,0.302847891214184
"142",142,0.717642061999478,0.717642061999478,0.15295999970338,0.717642061999478,0.717642061999478,0.15295999970338
"143",143,0.241206227447818,0.241206227447818,-0.468878685582836,0.241206227447818,0.241206227447818,-0.468878685582836
"144",144,0.923708905051592,0.923708905051592,-0.040733619111058,0.923708905051592,0.923708905051592,-0.040733619111058
"145",145,0.850551808453334,0.850551808453334,0.0800469799009357,0.850551808453334,0.850551808453334,0.0800469799009357
